 Si Density=2.33
  89.5511475  0.00279815542  0.00186354958
  90.7994385  0.00183396996  0.0018408153
  92.0651398  0.000804258976  0.00182473147
  93.3484802 -0.000313971337  0.00181476725
  94.649704 -0.00156157615  0.00180486089
  95.9690704 -0.00304994197  0.00179500796
  97.3068314 -0.00507385004  0.0017906198
  98.6632385 -0.0086174272  0.00180488802
  100.038544 -0.0160029624  0.00764494296
  101.433029 -0.00629231287  0.017251458
  102.846954 -0.00422382262  0.0120728482
  104.280579 -0.00523979031  0.0103707369
  105.734192 -0.00752048008  0.0115892664
  107.208076 -0.00666557578  0.0135918912
  108.702492 -0.00593095459  0.0143676847
  110.217751 -0.00590907689  0.0147453099
  111.754128 -0.00554097164  0.0156555586
  113.311913 -0.00519302906  0.0161573198
  114.891418 -0.00517762313  0.0169034488
  116.492943 -0.00467113033  0.0181893408
  118.116798 -0.00350276497  0.019246636
  119.763275 -0.00217946013  0.0194694214
  121.432716 -0.00135115115  0.0196760576
  123.125427 -0.000274209771  0.0196132958
  124.841721  0.000563973328  0.019412579
  126.581955  0.00110622169  0.0192521345
  128.346436  0.00167961023  0.0191761181
  130.135513  0.0023507704  0.0192396846
  131.949539  0.00335369282  0.0192366969
  133.788834  0.00458680512  0.018726401
  135.653778  0.0052315807  0.0174630955
  137.544724  0.00519081717  0.0164539702
  139.462021  0.00501844753  0.0161111318
  141.406052  0.00515376357  0.0158411693
  143.377167  0.00508207828  0.0154644493
  145.375778  0.00512892101  0.0154476669
  147.402222  0.00539070833  0.0153009715
  149.45694  0.00567043107  0.0149849588
  151.540268  0.00567485718  0.0150179984
  153.652664  0.00653794641  0.0144752609
  155.794495  0.00623837346  0.0136955753
  157.966202  0.00603050459  0.0136175826
  160.168167  0.00617286004  0.0136053786
  162.400818  0.00631487463  0.0136944558
  164.664597  0.00675057061  0.0136403861
  166.95993  0.00715658721  0.0133243017
  169.287262  0.00774588389  0.0131522315
  171.647034  0.00837748591  0.0125023611
  174.039703  0.00865232479  0.0115839122
  176.465729  0.00848829187  0.0107647395
  178.925552  0.00822979119  0.010216807
  181.419678  0.00805879291  0.00989953242
  183.948563  0.00802738033  0.00956187397
  186.512726  0.00790408161  0.00923523307
  189.112595  0.00781944953  0.00891754124
  191.748734  0.00773876626  0.00860352442
  194.4216  0.00765487365  0.00830060244
  197.131729  0.00756809814  0.00800832734
  199.879639  0.00747622736  0.00772633916
  202.665863  0.00737909274  0.00745817088
  205.490906  0.007280841  0.00720523251
  208.355347  0.00718741259  0.00696420902
  211.259705  0.00709701376  0.00673125451
  214.204544  0.0070082508  0.00650608726
  217.190445  0.00692612631  0.00628844649
  220.217957  0.00684985984  0.00607489143
  223.287674  0.00677241106  0.00585438171
  226.400192  0.00668758806  0.00562991574
  229.556091  0.00659409119  0.00541404774
  232.755981  0.00649611279  0.00520644989
  236.000458  0.00639513694  0.00500682043
  239.290176  0.00629265048  0.00481485575
  242.625763  0.00618968066  0.00463024667
  246.007828  0.00608849339  0.00445270957
  249.437057  0.00598817831  0.00427873712
  252.914062  0.0058858688  0.00410642102
  256.439545  0.00578002213  0.00394008774
  260.01416  0.00567243621  0.0037804842
  263.638641  0.00556406239  0.00362735381
  267.313599  0.00545563269  0.00348041975
  271.039825  0.00534747541  0.00333943451
  274.817963  0.00523983408  0.00320416503
  278.648773  0.00513292477  0.00307437754
  282.53299  0.00502696587  0.00294984761
  286.471375  0.00492210593  0.00283035613
  290.4646  0.00481854985  0.00271571032
  294.513519  0.00471697794  0.00260570552
  298.618896  0.00461704191  0.00249894988
  302.781494  0.00451815547  0.00239521638
  307.002106  0.00441984693  0.00229506334
  311.281525  0.00432206644  0.00219910219
  315.620605  0.00422543148  0.00210715388
  320.020203  0.00412995694  0.00201904471
  324.48111  0.00403596833  0.00193462789
  329.004181  0.00394351874  0.00185373845
  333.590363  0.00385265681  0.00177622854
  338.240417  0.00376346079  0.00170195964
  342.955322  0.00367600122  0.0016307967
  347.735901  0.00359031674  0.00156260841
  352.58316  0.00350652472  0.00149727345
  357.497986  0.00342488172  0.00143466599
  362.481323  0.00334608834  0.00137468067
  367.534119  0.00326964422  0.00131464819
  372.657349  0.00319398916  0.00125495519
  377.85199  0.00311802025  0.00119734404
  383.119019  0.00304222014  0.00114237948
  388.459473  0.00296739815  0.00108993798
  393.87439  0.00289369468  0.00103989954
  399.364807  0.00282126479  0.000992159592
  404.931732  0.00275015924  0.000946611864
  410.576233  0.00268042949  0.000903154956
  416.299469  0.00261210697  0.000861692533
  422.102448  0.00254520169  0.000822134083
  427.986359  0.00247972389  0.000784391828
  433.95224  0.002415661  0.000748383231
  440.001282  0.00235304073  0.000714026333
  446.134674  0.00229189778  0.000681247038
  452.353577  0.00223225378  0.000649972411
  458.659119  0.00217415346  0.000620065897
  465.052582  0.00211755815  0.000591272023
  471.535156  0.00206217798  0.000563233974
  478.108093  0.00200772611  0.000536526728
  484.772644  0.00195440208  0.000511084741
  491.530151  0.00190229074  0.000486849895
  498.381775  0.00185139407  0.000463764532
  505.328979  0.00180170103  0.000441772514
  512.372986  0.00175320648  0.00042082346
  519.515198  0.00170590577  0.000400869816
  526.756958  0.00165976258  0.00038185998
  534.09967  0.00161477155  0.000363752799
  541.544739  0.00157092267  0.000346504065
  549.093506  0.00152820209  0.00033007309
  556.74762  0.00148659456  0.000314420991
  564.508362  0.00144608878  0.000299511332
  572.377319  0.0014066844  0.000285308663
  580.355957  0.00136843137  0.000271779514
  588.445801  0.00133121025  0.000258572662
  596.648438  0.00129482697  0.000245834148
  604.965332  0.00125925045  0.000233685379
  613.398315  0.00122450304  0.000222136616
  621.948669  0.00119061128  0.000211159044
  630.618347  0.00115757505  0.000200723807
  639.408813  0.00112537644  0.000190803956
  648.321838  0.00109400274  0.000181375115
  657.35907  0.00106344512  0.000172411921
  666.522278  0.0010336797  0.000163891164
  675.813293  0.00100469694  0.000155791975
  685.233704  0.000976427458  0.000148093342
  694.785522  0.000948816887  0.000140820805
  704.470398  0.000921951025  0.000134073911
  714.290344  0.000895965961  0.00012774358
  724.247192  0.00087076833  0.000121711506
  734.342834  0.000846297247  0.000115964707
  744.579163  0.000822530128  0.000110489302
  754.958191  0.000799447356  0.0001052722
  765.481934  0.000777028908  0.000100301258
  776.152344  0.000755256857  9.5565083E-05
  786.971436  0.000734124798  9.1052927E-05
  797.941406  0.000713680056  8.66937698E-05
  809.06427  0.000693736074  8.24175659E-05
  820.342224  0.000674282026  7.83200521E-05
  831.777283  0.000655329844  7.44260979E-05
  843.371826  0.000636882905  7.07254439E-05
  855.127991  0.000618933176  6.72091264E-05
  867.047974  0.000601478852  6.38676938E-05
  879.134155  0.0005845087  6.06922331E-05
  891.388855  0.000568038144  5.76744787E-05
  903.814331  0.000552055251  5.47317577E-05
  916.413025  0.000536477077  5.18719535E-05
  929.187317  0.000521265611  4.91324354E-05
  942.139648  0.000506436802  4.65376579E-05
  955.272583  0.000491991232  4.40798831E-05
  968.588562  0.000477926253  4.17519113E-05
  982.09021  0.000464238256  3.95466232E-05
  995.779968  0.000450918946  3.74569681E-05
  1009.66058  0.000437957176  3.54764852E-05
  1023.7348  0.000425344188  3.35997538E-05
  1038.005  0.000413071975  3.18221173E-05
  1052.47424  0.000401129888  3.01388591E-05
  1067.14514  0.000389500317  2.85442311E-05
  1082.02051  0.000378172001  2.7034177E-05
  1097.10339  0.000367129513  2.56477524E-05
  1112.39636  0.000356416131  2.43693194E-05
  1127.90259  0.000346029323  2.31692047E-05
  1143.62488  0.000335944758  2.20276779E-05
  1159.56641  0.00032614643  2.09422833E-05
  1175.73022  0.000316623307  1.9910427E-05
  1192.11926  0.0003073673  1.89290913E-05
  1208.73682  0.000298365398  1.79950184E-05
  1225.58594  0.000289609801  1.71062729E-05
  1242.66992  0.000281092711  1.62610959E-05
  1259.99194  0.000272806879  1.54577065E-05
  1277.55554  0.000264745409  1.46940865E-05
  1295.36401  0.000256901432  1.39680615E-05
  1313.42078  0.000249258912  1.32749437E-05
  1331.72913  0.00024181552  1.26160885E-05
  1350.29272  0.000234565552  1.19896695E-05
  1369.11511  0.000227501252  1.13943343E-05
  1388.19983  0.000220615009  1.08282384E-05
  1407.55054  0.00021389965  1.02894664E-05
  1427.17102  0.000207348334  9.77692162E-06
  1447.06506  0.000200948503  9.28941336E-06
  1467.23621  0.000194692824  8.82620407E-06
  1487.68884  0.000188575403  8.38594042E-06
  1508.42639  0.000182587624  7.96242693E-06
  1529.453  0.000176717411  7.5564767E-06
  1550.77271  0.000170951753  7.17073453E-06
  1572.38977  0.000165278936  6.80433277E-06
  1594.30786  0.000159677438  6.45677574E-06
  1616.53174  0.000154117108  6.12691792E-06
  1639.06531  0.000148584571  5.81384757E-06
  1661.91296  0.00014304489  5.51677749E-06
  1685.0791  0.000137449882  5.23491417E-06
  1708.56824  0.000131730412  4.96746634E-06
  1732.38477  0.000125779974  4.71290105E-06
  1756.53333  0.000119410317  4.46704462E-06
  1781.01831  0.000111896865  4.23308438E-06
  1805.84485  0.000101646438  4.01063198E-06
  1831.01721  5.07619188E-05  3.79973153E-06
  1856.54065  9.11733587E-05  4.10004432E-05
  1882.41992  9.91268462E-05  3.91196882E-05
  1908.65979  0.000102691811  3.73249168E-05
  1935.2655  0.000103961  3.56122619E-05
  1962.24194  0.00010413627  3.39780381E-05
  1989.59473  0.000103667538  3.24177854E-05
  2017.32861  0.000102780788  3.09259449E-05
  2045.44897  0.000101586891  2.94989586E-05
  2073.96143  0.000100187091  2.81367611E-05
  2102.87134  9.86479863E-05  2.68226468E-05
  2132.18433  9.70017136E-05  2.55632785E-05
  2161.90576  9.52745177E-05  2.43599188E-05
  2192.0415  9.34882046E-05  2.32095808E-05
  2222.59741  9.16604913E-05  2.21098762E-05
  2253.57935  8.98023864E-05  2.10604085E-05
  2284.99292  8.79224172E-05  2.00572722E-05
  2316.84448  8.60382061E-05  1.90991086E-05
  2349.13989  8.41545625E-05  1.81848409E-05
  2381.8855  8.22771399E-05  1.73119515E-05
  2415.08789  8.04109004E-05  1.64786816E-05
  2448.75293  7.85595403E-05  1.56841033E-05
  2482.88721  7.67266247E-05  1.49258012E-05
  2517.49707  7.4911397E-05  1.42022664E-05
  2552.58984  7.31204273E-05  1.35129012E-05
  2588.17163  7.13554255E-05  1.2855171E-05
  2624.24927  6.96172792E-05  1.22281663E-05
  2660.82983  6.79073128E-05  1.16308829E-05
  2697.92041  6.62269813E-05  1.1061702E-05
  2735.52783  6.45768014E-05  1.05186737E-05
  2773.65967  6.29559727E-05  1.00017396E-05
  2812.323  6.13658194E-05  9.50937374E-06
  2851.52539  5.98074294E-05  9.04028639E-06
  2891.27393  5.82808389E-05  8.593639E-06
  2931.57666  5.67858915E-05  8.16830106E-06
  2972.44141  5.53226891E-05  7.76325123E-06
  3013.87549  5.38915592E-05  7.37788605E-06
  3055.88745  5.24915595E-05  7.0110068E-06
  3098.48486  5.1122337E-05  6.66167944E-06
  3141.67603  4.97841647E-05  6.32945421E-06
  3185.46924  4.84767152E-05  6.01326155E-06
  3229.8728  4.71998683E-05  5.71238706E-06
  3274.89575  4.5953333E-05  5.42626003E-06
  3320.54614  4.47364728E-05  5.15412512E-06
  3366.83252  4.35484326E-05  4.89508329E-06
  3413.7644  4.23889069E-05  4.6488899E-06
  3461.35059  4.12577319E-05  4.41475231E-06
  3509.59961  4.01544639E-05  4.19210528E-06
  3558.52148  3.90786226E-05  3.98049087E-06
  3608.12549  3.80296697E-05  3.77931656E-06
  3658.4209  3.70070447E-05  3.58799957E-06
  3709.41724  3.60102749E-05  3.40623365E-06
  3761.12451  3.50385126E-05  3.2335015E-06
  3813.55249  3.40915503E-05  3.06924267E-06
  3866.71143  3.31689771E-05  2.91322522E-06
  3920.61133  3.22701235E-05  2.76498076E-06
  3975.26221  3.13945202E-05  2.62412141E-06
  4030.67554  3.05417379E-05  2.49031245E-06
  4086.86084  2.97112274E-05  2.36323581E-06
  4143.82959  2.89023374E-05  2.24244809E-06
  4201.59229  2.8114544E-05  2.12777468E-06
  4260.16016  2.73476471E-05  2.01887042E-06
  4319.54443  2.66010393E-05  1.91543245E-06
  4379.75635  2.5874162E-05  1.81720804E-06
  4440.80811  2.51665933E-05  1.72394891E-06
  4502.71045  2.44779712E-05  1.63538061E-06
  4565.47559  2.38075663E-05  1.5512943E-06
  4629.11572  2.31551239E-05  1.47147034E-06
  4693.64355  2.25202148E-05  1.39566112E-06
  4759.07031  2.19023859E-05  1.32371417E-06
  4825.40918  2.13011244E-05  1.25544216E-06
  4892.67285  2.07160683E-05  1.19064327E-06
  4960.87402  2.01469411E-05  1.12914108E-06
  5030.02588  1.95931552E-05  1.07078915E-06
  5100.14209  1.90542432E-05  1.01535056E-06
  5171.23486  1.85300687E-05  9.62764375E-07
  5243.31885  1.80200695E-05  9.12889163E-07
  5316.4082  1.75239475E-05  8.65561162E-07
  5390.51611  1.70414023E-05  8.20653099E-07
  5465.65723  1.65720376E-05  7.78052936E-07
  5541.84521  1.61154421E-05  7.37626635E-07
  5619.09521  1.56713395E-05  6.99271311E-07
  5697.42285  1.5239305E-05  6.62889533E-07
  5776.8418  1.48191621E-05  6.28380974E-07
  5857.36768  1.44105052E-05  5.95653944E-07
  5939.01611  1.40130433E-05  5.64611696E-07
  6021.80273  1.36265226E-05  5.3516186E-07
  6105.74316  1.3250602E-05  5.07233381E-07
  6190.85449  1.28850488E-05  4.80753499E-07
  6277.15186  1.25295091E-05  4.55644425E-07
  6364.65137  1.21837902E-05  4.31834707E-07
  6453.37158  1.18474873E-05  4.09225493E-07
  6543.32812  1.15205021E-05  3.87819483E-07
  6634.53809  1.12025409E-05  3.67521352E-07
  6727.02051  1.08933518E-05  3.4826374E-07
  6820.7915  1.05926965E-05  3.30007055E-07
  6915.86914  1.0300304E-05  3.12702952E-07
  7012.27295  1.00159814E-05  2.96297372E-07
  7110.02002  9.73952319E-06  2.80743109E-07
  7209.12988  9.47066019E-06  2.66000256E-07
  7309.62109  9.20926777E-06  2.52025586E-07
  7411.51318  8.95503672E-06  2.3877385E-07
  7514.82617  8.70786153E-06  2.26214837E-07
  7619.57861  8.46752118E-06  2.14312749E-07
  7725.79102  8.23383743E-06  2.0303159E-07
  7833.48438  8.00661019E-06  1.92338419E-07
  7942.67969  7.78562753E-06  1.82204843E-07
  8053.396  7.57078396E-06  1.72600394E-07
  8165.65625  7.36191168E-06  1.63498015E-07
  8279.48047  7.15876604E-06  1.54872822E-07
  8394.89258  6.96127518E-06  1.4669881E-07
  8511.91211  6.76923673E-06  1.3895324E-07
  8630.56348  6.58249201E-06  1.31613803E-07
  8750.86914  6.40093049E-06  1.24658911E-07
  8872.85156  6.22440621E-06  1.18068876E-07
  8996.53418  6.05275E-06  1.11826488E-07
  9121.94141  5.88582634E-06  1.05909393E-07
  9249.0957  5.72353292E-06  1.00304291E-07
  9378.02344  5.56572149E-06  9.49948813E-08
  9508.74805  5.41227519E-06  8.99642316E-08
  9641.29492  5.26308577E-06  8.5197577E-08
  9775.68848  5.11803228E-06  8.06824332E-08
  9911.95703  4.9769742E-06  7.64050512E-08
  10050.125  4.83983285E-06  7.23531315E-08
  10190.2178  4.70647137E-06  6.85141828E-08
  10332.2637  4.57680198E-06  6.48780443E-08
  10476.29  4.45071464E-06  6.14336386E-08
  10622.3232  4.32811703E-06  5.81710218E-08
  10770.3926  4.2089282E-06  5.50811237E-08
  10920.5264  4.09299901E-06  5.21538368E-08
  11072.7529  3.9802876E-06  4.9382205E-08
  11227.1006  3.87069986E-06  4.67564334E-08
  11383.6006  3.764148E-06  4.42697718E-08
  11542.2822  3.66053609E-06  4.19147952E-08
  11703.1748  3.55977681E-06  3.96844406E-08
  11866.3105  3.46179445E-06  3.75721072E-08
  12031.7207  3.36652624E-06  3.55717553E-08
  12199.4365  3.2738983E-06  3.36775905E-08
  12369.4902  3.1838365E-06  3.18840279E-08
  12541.9141  3.0962542E-06  3.01852836E-08
  12716.7412  3.01108139E-06  2.85767587E-08
  12894.0059  2.92825825E-06  2.70537868E-08
  13073.7412  2.84772796E-06  2.5611719E-08
  13255.9824  2.76942478E-06  2.42464786E-08
  13440.7637  2.69327461E-06  2.29533068E-08
  13628.1211  2.6192331E-06  2.17292637E-08
  13818.0889  2.54724046E-06  2.05702548E-08
  14010.7061  2.47722937E-06  1.94727861E-08
  14206.0068  2.40914301E-06  1.84338926E-08
  14404.0312  2.34293179E-06  1.745045E-08
  14604.8164  2.27855162E-06  1.65191132E-08
  14808.3994  2.21595269E-06  1.56375837E-08
  15014.8203  2.15507339E-06  1.48029295E-08
  15224.1182  2.09587711E-06  1.40124419E-08
  15436.335  2.03830905E-06  1.32641942E-08
  15651.5098  1.98232783E-06  1.25558541E-08
  15869.6816  1.92789071E-06  1.18852492E-08
  16090.8965  1.87495016E-06  1.1250477E-08
  16315.1953  1.82347219E-06  1.0649627E-08
  16542.6191  1.77340814E-06  1.00807807E-08
  16773.2148  1.7247271E-06  9.54238999E-09
  17007.0254  1.67738381E-06  9.03282604E-09
  17244.0938  1.63134564E-06  8.55049098E-09
  17484.4668  1.58657576E-06  8.09394507E-09
  17728.1914  1.54303621E-06  7.66183472E-09
  17975.3125  1.50069866E-06  7.2528854E-09
  18225.8789  1.45952288E-06  6.86581458E-09
  18479.9375  1.41947669E-06  6.49945342E-09
  18737.5371  1.38053576E-06  6.15268858E-09
  18998.7285  1.34266986E-06  5.82453508E-09
  19263.5605  1.3058459E-06  5.51399726E-09
  19532.084  1.27003193E-06  5.22012034E-09
  19804.3516  1.23520067E-06  4.94198149E-09
  20080.4141  1.20133143E-06  4.67860817E-09
  20360.3223  1.16839112E-06  4.42934578E-09
  20644.1348  1.13635372E-06  4.19358326E-09
  20931.9023  1.10519909E-06  3.97057232E-09
  21223.6816  1.07490109E-06  3.75962861E-09
  21519.5293  1.04543562E-06  3.56009666E-09
  21819.5  1.01678211E-06  3.3713794E-09
  22123.6523  9.88914053E-07  3.19287818E-09
  22432.0449  9.61809519E-07  3.02399839E-09
  22744.7324  9.35453215E-07  2.86427793E-09
  23061.7832  9.09819619E-07  2.713197E-09
  23383.252  8.8488855E-07  2.57028843E-09
  23709.2012  8.60642558E-07  2.43511944E-09
  24039.6953  8.37064192E-07  2.30727015E-09
  24374.7949  8.14131909E-07  2.18633445E-09
  24714.5664  7.9183252E-07  2.0719253E-09
  25059.0742  7.70144084E-07  1.96371119E-09
  25408.3848  7.49049491E-07  1.86134808E-09
  25762.5645  7.28532768E-07  1.76451531E-09
  26121.6797  7.08579819E-07  1.67292191E-09
  26485.8008  6.8917592E-07  1.58628288E-09
  26855.  6.70303166E-07  1.504324E-09
  27229.3438  6.51947346E-07  1.42679601E-09
  27608.9062  6.34097773E-07  1.3534438E-09
  27993.7598  6.16737168E-07  1.28405508E-09
  28383.9766  5.99851944E-07  1.21841592E-09
  28779.6348  5.83430506E-07  1.15631749E-09
  29180.8066  5.67459608E-07  1.09756537E-09
  29587.5723  5.51924188E-07  1.04197861E-09
  30000.0059  5.36819186E-07  9.89393789E-10
  30000   0.53707E-06  0.14233E-08
   30150.375625782   0.53172E-06  0.13972E-08
   30301.505012525   0.52642E-06  0.13716E-08
   30453.3919384716   0.52117E-06  0.13464E-08
   30606.0402008027   0.51597E-06  0.13217E-08
   30759.4536157328   0.51083E-06  0.12975E-08
   30913.6360186055   0.50573E-06  0.12737E-08
   31068.5912639887   0.50069E-06  0.12504E-08
   31224.3232257716   0.49570E-06  0.12274E-08
   31380.8357972615   0.49076E-06  0.12049E-08
   31538.1328912807   0.48586E-06  0.11829E-08
   31696.2184402648   0.48102E-06  0.11612E-08
   31855.0963963607   0.47623E-06  0.11399E-08
   32014.7707315257   0.47148E-06  0.11190E-08
   32175.2454376264   0.46678E-06  0.10985E-08
   32336.5245265389   0.46212E-06  0.10783E-08
   32498.6120302487   0.45752E-06  0.10586E-08
   32661.5120009519   0.45296E-06  0.10392E-08
   32825.2285111562   0.44844E-06  0.10201E-08
   32989.765653783   0.44397E-06  0.10014E-08
   33155.1275422694   0.43954E-06  0.98308E-09
   33321.3183106711   0.43516E-06  0.96506E-09
   33488.3421137661   0.43083E-06  0.94738E-09
   33656.2031271581   0.42653E-06  0.93001E-09
   33824.9055473812   0.42228E-06  0.91297E-09
   33994.4535920047   0.41807E-06  0.89624E-09
   34164.8514997386   0.41390E-06  0.87981E-09
   34336.1035305393   0.40978E-06  0.86369E-09
   34508.2139657167   0.40569E-06  0.84787E-09
   34681.1871080405   0.40165E-06  0.83233E-09
   34855.0272818484   0.39765E-06  0.81708E-09
   35029.7388331536   0.39368E-06  0.80210E-09
   35205.3261297542   0.38976E-06  0.78741E-09
   35381.7935613416   0.38587E-06  0.77298E-09
   35559.1455396108   0.38203E-06  0.75882E-09
   35737.3864983706   0.37822E-06  0.74491E-09
   35916.5208936542   0.37445E-06  0.73126E-09
   36096.5532038307   0.37072E-06  0.71787E-09
   36277.4879297174   0.36702E-06  0.70471E-09
   36459.3295946918   0.36337E-06  0.69180E-09
   36642.0827448049   0.35975E-06  0.67913E-09
   36825.7519488952   0.35616E-06  0.66669E-09
   37010.3417987021   0.35261E-06  0.65447E-09
   37195.8569089817   0.34910E-06  0.64248E-09
   37382.3019176213   0.34562E-06  0.63071E-09
   37569.6814857558   0.34217E-06  0.61916E-09
   37758.0002978842   0.33876E-06  0.60782E-09
   37947.2630619866   0.33539E-06  0.59668E-09
   38137.474509642   0.33205E-06  0.58575E-09
   38328.6393961464   0.32874E-06  0.57503E-09
   38520.7625006321   0.32546E-06  0.56449E-09
   38713.8486261865   0.32222E-06  0.55415E-09
   38907.902599973   0.31901E-06  0.54400E-09
   39102.9292733509   0.31583E-06  0.53404E-09
   39298.9335219972   0.31268E-06  0.52426E-09
   39495.9202460284   0.30957E-06  0.51466E-09
   39693.8943701229   0.30648E-06  0.50523E-09
   39892.860843644   0.30343E-06  0.49598E-09
   40092.8246407639   0.30040E-06  0.48690E-09
   40293.7907605881   0.29741E-06  0.47798E-09
   40495.7642272799   0.29445E-06  0.46923E-09
   40698.7500901865   0.29151E-06  0.46063E-09
   40902.7534239651   0.28861E-06  0.45220E-09
   41107.7793287097   0.28573E-06  0.44392E-09
   41313.8329300785   0.28289E-06  0.43579E-09
   41520.9193794223   0.28007E-06  0.42781E-09
   41729.0438539132   0.27728E-06  0.41998E-09
   41938.2115566738   0.27451E-06  0.41229E-09
   42148.4277169076   0.27178E-06  0.40474E-09
   42359.6975900295   0.26907E-06  0.39733E-09
   42572.0264577974   0.26639E-06  0.39005E-09
   42785.4196284441   0.26374E-06  0.38291E-09
   42999.8824368099   0.26111E-06  0.37590E-09
   43215.4202444762   0.25851E-06  0.36902E-09
   43432.0384398994   0.25593E-06  0.36226E-09
   43649.7424385457   0.25338E-06  0.35563E-09
   43868.5376830264   0.25086E-06  0.34912E-09
   44088.429643234   0.24836E-06  0.34273E-09
   44309.4238164789   0.24588E-06  0.33645E-09
   44531.5257276271   0.24344E-06  0.33030E-09
   44754.7409292378   0.24101E-06  0.32425E-09
   44979.0750017027   0.23861E-06  0.31831E-09
   45204.5335533852   0.23623E-06  0.31249E-09
   45431.1222207611   0.23388E-06  0.30677E-09
   45658.8466685586   0.23155E-06  0.30115E-09
   45887.712589901   0.22924E-06  0.29564E-09
   46117.7257064481   0.22696E-06  0.29023E-09
   46348.8917685398   0.22470E-06  0.28492E-09
   46581.2165553397   0.22246E-06  0.27970E-09
   46814.7058749796   0.22024E-06  0.27458E-09
   47049.3655647047   0.21805E-06  0.26956E-09
   47285.2014910193   0.21588E-06  0.26463E-09
   47522.219549834   0.21373E-06  0.25978E-09
   47760.4256666126   0.21160E-06  0.25503E-09
   47999.8257965204   0.20949E-06  0.25036E-09
   48240.425924573   0.20740E-06  0.24578E-09
   48482.2320657863   0.20534E-06  0.24128E-09
   48725.2502653264   0.20329E-06  0.23687E-09
   48969.4865986609   0.20127E-06  0.23253E-09
   49214.9471717108   0.19926E-06  0.22828E-09
   49461.6381210034   0.19728E-06  0.22410E-09
   49709.565613825   0.19531E-06  0.22000E-09
   49958.7358483761   0.19337E-06  0.21598E-09
   50209.1550539254   0.19144E-06  0.21203E-09
   50460.8294909661   0.18954E-06  0.20815E-09
   50713.7654513722   0.18765E-06  0.20434E-09
   50967.969258556   0.18578E-06  0.20060E-09
   51223.4472676258   0.18393E-06  0.19693E-09
   51480.2058655452   0.18210E-06  0.19333E-09
   51738.2514712925   0.18028E-06  0.18979E-09
